path,image_id,iou_max,<- RGB,,path,image_id,iou_max,<-thermal
[],185,0.367886804,,,[],185,0.879432624,
[],185,0.74262139,,,[],185,0.851461988,
[],185,0.703637448,,,[],185,0.773626374,
[],185,0.385952209,,,[],185,0,
[],185,0.613839286,,,[],185,0.863636364,
[],185,0.653795101,,,[],185,0.741063644,
[],185,0.711688312,,,[],185,0.914972274,
[],185,0.637157107,,,[],185,0.865105008,
[],185,0.507592191,,,[],185,0.516923077,
[],186,0.750874466,,,[],186,0.858369099,
[],186,0.588032897,,,[],186,0.765330189,
[],186,0.828642238,,,[],186,0.892365457,
[],186,0.452716902,,,[],186,0.427152318,
[],186,0.618657938,,,[],186,0.747408106,
[],186,0.624612139,,,[],186,0.800551471,
[],186,0.525248344,,,[],186,0.551020408,
[],187,0.801652893,,,[],187,0.888888889,
[],187,0.590623692,,,[],187,0.816326531,
[],187,0.686986301,,,[],187,0.78313253,
[],187,0.752871563,,,[],187,0.836320191,
[],187,0.673943394,,,[],187,0.811818182,
[],187,0.774631937,,,[],187,0.829896907,
[],187,0.769439421,,,[],187,0.910958904,
[],187,0.487462387,,,[],187,0.473417722,
[],187,0.610311944,,,[],187,0.9,
[],188,0.538136845,,,[],188,0.628915663,
[],188,0.72735832,,,[],188,0.781491003,
[],188,0.591498453,,,[],188,0.840318302,
[],188,0.658999871,,,[],188,0.756777299,
[],188,0.36453202,,,[],188,0.539845758,
[],188,0.7621576,,,[],188,0.79729076,
[],188,0.716361425,,,[],188,0.891304348,
[],188,0.619942197,,,[],188,0.843195266,
[],188,0,,,[],188,0.060289389,
[],188,0.045743329,,,[],188,0.063528077,
[],188,0.429439568,,,[],188,0,
[],188,0.448377581,,,[],188,0.061077058,
[],189,0.832429641,,,[],189,0.947787611,
[],189,0.591271552,,,[],189,0.770126582,
[],189,0.62229449,,,[],189,0.817729909,
[],189,0.763019782,,,[],189,0.964106845,
[],189,0.812355107,,,[],189,0.890879095,
[],190,0.69076113,,,[],190,0.953344121,
[],190,0.658694932,,,[],190,0.847338557,
[],190,0.789134573,,,[],190,0.945205479,
[],190,0.708982585,,,[],190,0.873202614,
[],190,0.21378054,,,[],190,0.382317802,
[],190,0.780168205,,,[],190,0.923890063,
[],190,0,,,[],190,0,
[],190,0,,,[],190,0.628571429,
[],191,0.630996072,,,[],191,0.925423729,
[],191,0.723926789,,,[],191,0.905035054,
[],191,0.741990339,,,[],191,0.971293343,
[],191,0.675533662,,,[],191,0.816158285,
[],191,0.302471722,,,[],191,0.785714286,
[],191,0.332568807,,,[],191,0.619047619,
[],192,0.7488,,,[],192,0.94,
[],192,0.657410882,,,[],192,0.799585349,
[],192,0.711613319,,,[],192,0.792894711,
[],192,0.711613319,,,[],192,0.792894711,
[],194,0.537683824,,,[],194,0.894117647,
[],194,0.703252033,,,[],194,0.621292373,
[],194,0.696364567,,,[],194,0.792880259,
[],194,0.473907767,,,[],194,0.514792899,
[],194,0.699592848,,,[],194,0.888888889,
[],194,0.365853659,,,[],194,0.270363951,
[],194,0.543478261,,,[],194,0.093516209,
[],195,0.597848528,,,[],195,0.766362253,
[],195,0.794178794,,,[],195,0.622794118,
[],195,0.618069815,,,[],195,0.705278592,
[],195,0.567823344,,,[],195,0.65,
[],195,0.749816581,,,[],195,0.402380952,
[],195,0.406189555,,,[],195,0.785714286,
[],196,0.685053381,,,[],196,0.877583466,
[],196,0.749265081,,,[],196,0.784921099,
[],196,0.500906245,,,[],196,0.437837838,
[],196,0.597744984,,,[],196,0.653110048,
[],196,0.14927905,,,[],196,0.628378378,
[],196,0.618642597,,,[],196,0.37098692,
[],196,0.631578947,,,[],196,0.775438596,
[],197,0.365358593,,,[],197,0.67774359,
[],197,0.344986668,,,[],197,0.77149155,
[],197,0.752008032,,,[],197,0.845971564,
[],197,0.644426196,,,[],197,0.636363636,
[],197,0.550738538,,,[],197,0.703910615,
[],197,0.478775913,,,[],197,0.55800464,
[],198,0.638270548,,,[],198,0.743119266,
[],198,0.706057423,,,[],198,0.805626598,
[],198,0.585441404,,,[],198,0.753623188,
[],198,0.469135802,,,[],198,0.553662692,
[],198,0.392914654,,,[],198,0.633711507,
[],198,0.509090909,,,[],198,0.764705882,
[],199,0.577032405,,,[],199,0.719008264,
[],199,0.522414402,,,[],199,0.554505356,
[],199,0.668706294,,,[],199,0.7125,
[],199,0.656662892,,,[],199,0.811594203,
[],199,0.582444377,,,[],199,0.634655532,
[],199,0.727595386,,,[],199,0.722166499,
[],200,0.574407089,,,[],200,0.85,
[],200,0.881405564,,,[],200,0.77689243,
[],200,0.512410781,,,[],200,0.745614035,
[],200,0.619483764,,,[],200,0.548338369,
[],200,0.636067,,,[],200,0.896551724,
[],200,0.420673077,,,[],200,0.786026201,
[],201,0.688860019,,,[],201,0.887984496,
[],201,0.567222342,,,[],201,0.889248181,
[],201,0.66655496,,,[],201,0.77970297,
[],201,0.642942971,,,[],201,0.730717185,
[],201,0.742509363,,,[],201,0.845033801,
[],201,0.447941889,,,[],201,0.548885077,
[],201,0.739708405,,,[],201,0.598240469,
[],202,0.517482517,,,[],202,0.717818182,
[],202,0.727606798,,,[],202,0.850074963,
[],202,0.245789602,,,[],202,0.227272727,
[],202,0.660689415,,,[],202,0.571538265,
[],202,0.674441818,,,[],202,0.880942869,
[],202,0.768342391,,,[],202,0.893798737,
[],202,0.709116764,,,[],202,0.835785756,
[],202,0.707588421,,,[],202,0.801622718,
[],202,0.51188455,,,[],202,0.647058824,
[],202,0.498214286,,,[],202,0.6875,
[],202,0.529778978,,,[],202,0.701030928,
[],203,0.542372881,,,[],203,0.009043313,
[],203,0.738086865,,,[],203,0.92097445,
[],203,0.658285714,,,[],203,0.709876543,
[],203,0.87063872,,,[],203,0.97037037,
[],203,0.746667399,,,[],203,0.978723404,
[],203,0.52052527,,,[],203,0.702365591,
[],203,0.712417256,,,[],203,0.713286713,
[],203,0.661625709,,,[],203,0.847368421,
[],203,0.702092777,,,[],203,0.730441518,
[],203,0.487850467,,,[],203,0.614800759,
[],203,0,,,[],203,0,
[],203,0,,,[],203,0,
[],203,0.413066386,,,[],203,0.652173913,
[],204,0.643340858,,,[],204,0.773477157,
[],204,0.688024409,,,[],204,0.736227045,
[],204,0.678833352,,,[],204,0.852990733,
[],204,0.368205081,,,[],204,0.359358289,
[],204,0.64004227,,,[],204,0.617799618,
[],204,0.726409496,,,[],204,0.916030534,
[],204,0.564299424,,,[],204,0.811320755,
[],204,0.8383993,,,[],204,0.769898698,
[],204,0,,,[],204,0.658536585,
[],204,0,,,[],204,0,
[],205,0.566666667,,,[],205,0.033598585,
[],205,0.640190088,,,[],205,0.772791024,
[],205,0.67235659,,,[],205,0.778688525,
[],205,0.118795102,,,[],205,0.233606557,
[],205,0.74295142,,,[],205,0.865812808,
[],205,0.169381289,,,[],205,0.093180537,
[],205,0.682830282,,,[],205,0.904494382,
[],205,0.520574557,,,[],205,0.613355317,
[],205,0.672085807,,,[],205,0.91023622,
[],205,0.505813953,,,[],205,0.033834586,
[],205,0.621710526,,,[],205,0.757653061,
[],205,0.662590753,,,[],205,0.853185596,
[],205,0.507129799,,,[],205,0.943973941,
[],205,0.141967621,,,[],205,0.816976127,
[],205,0.58625,,,[],205,0.803571429,
[],205,0.113945578,,,[],205,0.234505863,
[],206,0.711058264,,,[],206,0.906976744,
[],206,0.650141643,,,[],206,0.867718447,
[],206,0.536746988,,,[],206,0.808695652,
[],206,0.427996422,,,[],206,0.683969466,
[],206,0.667717299,,,[],206,0.942243437,
[],206,0.520363477,,,[],206,0.541561713,
[],206,0.516001038,,,[],206,0.802345317,
[],206,0.699975286,,,[],206,0.602444202,
[],206,0.492063492,,,[],206,0,
[],206,0.674176131,,,[],206,0,
[],206,0.502079002,,,[],206,0.736328125,
[],206,0.604357436,,,[],206,0.075573549,
[],206,0.547180346,,,[],206,0.648083624,
[],206,0,,,[],206,0,
